POmtg542_1:1	sorry	FI(FI)	sorry
POmtg542_282:2	i	PP(PP)	i
POmtg542_282:3	'll	MD(MD)	will
POmtg542_282:4	be	VB(VB)	be
POmtg542_282:5	there	RB(RB)	there
POmtg542_282:6	_0	PA(PA)	

POmtg542_283:1	good	JJ(JJ)	good
POmtg542_283:2	_1	PA(PA)	
POmtg542_283:3	sorry	FI(FI)	sorry

POmtg542_284:1	a_[S2]	NP(NP)	
POmtg542_284:2	i	PP(DM)	i
POmtg542_284:3	mean	VVP(DM)	mean
POmtg542_284:4	_0	PA(PA)	
POmtg542_284:5	come	VV(VV)	come
POmtg542_284:6	on	RP(RP)	on
POmtg542_284:7	a_[S2]	NP(NP)	
POmtg542_284:8	we	PP(PP)	we
POmtg542_284:9	we	PP(PP)	we
POmtg542_284:10	ca	MD(MD)	can
POmtg542_284:11	n't	RB(RB)	not
POmtg542_284:12	do	VV(VV)	do
POmtg542_284:13	it	PP(PP)	it
POmtg542_284:14	any	DT(DT)	any
POmtg542_284:15	other	JJ(JJ)	other
POmtg542_284:16	way	NN(NN)	way
POmtg542_284:17	_0	PA(PA)	

POmtg542_285:1	ooph	UH(UH)	ooph
POmtg542_285:2	i	PP(PP)	i
POmtg542_285:3	'm	VBP(VBP)	be
POmtg542_285:4	just	RB(RB)	just
POmtg542_285:5	_2	PA(PA)	
POmtg542_285:6	hearing	VVG(VVG)	hear
POmtg542_285:7	a_[firstname1]	NP(NP)	
POmtg542_285:8	's	POS(POS)	's
POmtg542_285:9	s-	XX(XX)	
POmtg542_285:10	er	UH(UH)	er
POmtg542_285:11	remarks	NNS(NNS)	remark

POmtg542_286:1	well	DM(DM)	well
POmtg542_286:2	i	PP(PP)	i
POmtg542_286:3	can	MD(MD)	can
POmtg542_286:4	hear	VV(VV)	hear
POmtg542_286:5	xx	UNI(UNI)	

POmtg542_287:1	such	PDT(PDT)	such
POmtg542_287:2	an	DT(DT)	a
POmtg542_287:3	important	JJ(JJ)	important
POmtg542_287:4	document	NN(NN)	document
POmtg542_287:5	er	UH(UH)	er
POmtg542_287:6	has	VHZ(VHZ)	have
POmtg542_287:7	not	RB(RB)	not
POmtg542_287:8	been	VBN(VBN)	be
POmtg542_287:9	circulated	VVN(VVN)	circulate
POmtg542_287:10	before	IN(IN)	before
POmtg542_287:11	the	DT(DT)	the
POmtg542_287:12	general	NN(NN)	general
POmtg542_287:13	assembly	NN(NN)	assembly

POmtg542_288:1	it	PP(PP)	it
POmtg542_288:2	's	VBS(VBS)	be
POmtg542_288:3	okay	JJ(JJ)	okay
POmtg542_288:4	bec-	XX(XX)	

POmtg542_289:1	it	PP(PP)	it
POmtg542_289:2	has	VHZ(VHZ)	have
POmtg542_289:3	_0	PA(PA)	
POmtg542_289:4	but	CC(CC)	but
POmtg542_289:5	very	RB(RB)	very
POmtg542_289:6	very	RB(RB)	very
POmtg542_289:7	very	RB(RB)	very
POmtg542_289:8	very	RB(RB)	very
POmtg542_289:9	short	NN(NN)	short
POmtg542_289:10	time	NN(NN)	time
POmtg542_289:11	before	IN(IN)	before
POmtg542_289:12	the	DT(DT)	the
POmtg542_289:13	general	NN(NN)	general
POmtg542_289:14	assembly	NN(NN)	assembly
POmtg542_289:15	_1	PA(PA)	
POmtg542_289:16	i	PP(DM)	i
POmtg542_289:17	mean	VVP(DM)	mean
POmtg542_289:18	come	VV(VV)	come
POmtg542_289:19	on	RP(RP)	on
POmtg542_289:20	a_[S2]	NP(NP)	
POmtg542_289:21	if	IN(IN)	if
POmtg542_289:22	we	PP(PP)	we
POmtg542_289:23	advertise	VVP(VVP)	advertise
POmtg542_289:24	_0	PA(PA)	
POmtg542_289:25	to	IN(IN)	to
POmtg542_289:26	the	DT(DT)	the
POmtg542_289:27	members	NNS(NNS)	member
POmtg542_289:28	that	IN(IN)	that
POmtg542_289:29	_0	PA(PA)	
POmtg542_289:30	as	IN(IN)	as
POmtg542_289:31	_0	PA(PA)	
POmtg542_289:32	in	IN(IN)	in
POmtg542_289:33	due	JJ(JJ)	due
POmtg542_289:34	time	NN(NN)	time
POmtg542_289:35	and	CC(CC)	and
POmtg542_289:36	according	IN(IN)	according
POmtg542_289:37	to	IN(IN)	to
POmtg542_289:38	regulations	NNS(NNS)	regulation
POmtg542_289:39	a	DT(DT)	a
POmtg542_289:40	fortnight	NN(NN)	fortnight
POmtg542_289:41	before	IN(IN)	before
POmtg542_289:42	they	PP(PP)	they
POmtg542_289:43	will	MD(MD)	will
POmtg542_289:44	have	VH(VH)	have
POmtg542_289:45	the	DT(DT)	the
POmtg542_289:46	full	JJ(JJ)	full
POmtg542_289:47	_0	PA(PA)	
POmtg542_289:48	impressive	JJ(JJ)	impressive
POmtg542_289:49	list	NN(NN)	list
POmtg542_289:50	of	IN(IN)	of
POmtg542_289:51	documents	NNS(NNS)	document
POmtg542_289:52	_1	PA(PA)	
POmtg542_289:53	and	CC(CC)	and
POmtg542_289:54	we	PP(PP)	we
POmtg542_289:55	have	VHP(VHP)	have
POmtg542_289:56	been	VBN(VBN)	be
POmtg542_289:57	stepping	VVG(VVG)	step
POmtg542_289:58	up	RP(RP)	up
POmtg542_289:59	our	PP$(PP$)	we
POmtg542_289:60	pr-	XX(XX)	
POmtg542_289:61	proc-	XX(XX)	
POmtg542_289:62	procedures	NNS(NNS)	procedure
POmtg542_289:63	so	IN(IN)	so
POmtg542_289:64	that	IN(IN)	that
POmtg542_289:65	we	PP(PP)	we
POmtg542_289:66	are	VBP(VBP)	be
POmtg542_289:67	able	JJ(JJ)	able
POmtg542_289:68	to	TO(TO)	to
POmtg542_289:69	deliver	VV(VV)	deliver
POmtg542_289:70	as	RB(RB)	as
POmtg542_289:71	well	RB(RB)	well
POmtg542_289:72	but	CC(CC)	but
POmtg542_289:73	_0	PA(PA)	
POmtg542_289:74	in	IN(IN)	in
POmtg542_289:75	as	RB(RB)	as
POmtg542_289:76	much	JJ(JJ)	much
POmtg542_289:77	as	IN(IN)	as
POmtg542_289:78	we	PP(PP)	we
POmtg542_289:79	have	VHP(VHP)	have
POmtg542_289:80	our	PP$(PP$)	we
POmtg542_289:81	last	JJ(JJ)	last
POmtg542_289:82	planned	JJ(JJ)	planned
POmtg542_289:83	meeting	VVG(NN)	meet/meeting
POmtg542_289:84	_0	PA(PA)	
POmtg542_289:85	er	UH(UH)	er
POmtg542_289:86	twenty-sixth	JJ(JJ)	twenty-sixth
POmtg542_289:87	may	NP(NP)	may
POmtg542_289:88	we	PP(PP)	we
POmtg542_289:89	can	MD(MD)	can
POmtg542_289:90	only	RB(RB)	only
POmtg542_289:91	circulate	VV(VV)	circulate
POmtg542_289:92	er	UH(UH)	er
POmtg542_289:93	monday	NP(NP)	monday
POmtg542_289:94	er	UH(UH)	er
POmtg542_289:95	and	CC(CC)	and
POmtg542_289:96	the-	XX(XX)	
POmtg542_289:97	they	PP(PP)	they
POmtg542_289:98	will	MD(MD)	will
POmtg542_289:99	receive	VV(VV)	receive
POmtg542_289:100	it	PP(PP)	it
POmtg542_289:101	that	DT(DT)	that
POmtg542_289:102	day	NN(NN)	day
POmtg542_289:103	by	IN(IN)	by
POmtg542_289:104	may	NP(NP)	may
POmtg542_289:105	and	CC(CC)	and
POmtg542_289:106	then	RB(RB)	then
POmtg542_289:107	they	PP(PP)	they
POmtg542_289:108	have	VHP(VHP)	have
POmtg542_289:109	_0	PA(PA)	
POmtg542_289:110	three	CD(CD)	three
POmtg542_289:111	full	JJ(JJ)	full
POmtg542_289:112	working	JJ(JJ)	working
POmtg542_289:113	days	NNS(NNS)	day
POmtg542_289:114	to	TO(TO)	to
POmtg542_289:115	read	VV(VV)	read
POmtg542_289:116	it	PP(PP)	it
POmtg542_289:117	_0	PA(PA)	
POmtg542_289:118	i	PP(DM)	i
POmtg542_289:119	mean	VVP(DM)	mean
POmtg542_289:120	come	VV(VV)	come
POmtg542_289:121	on	RP(RP)	on
POmtg542_289:122	that	DT(DT)	that
POmtg542_289:123	should	MD(MD)	shall
POmtg542_289:124	be	VB(VB)	be
POmtg542_289:125	enough	JJ(JJ)	enough
POmtg542_289:126	_0	PA(PA)	
POmtg542_289:127	i	PP(PP)	i
POmtg542_289:128	'm	VBP(VBP)	be
POmtg542_289:129	not	RB(RB)	not
POmtg542_289:130	sure	JJ(JJ)	sure
POmtg542_289:131	it	PP(PP)	it
POmtg542_289:132	's	VBS(VBS)	be
POmtg542_289:133	enough	JJ(JJ)	enough
POmtg542_289:134	for	IN(IN)	for
POmtg542_289:135	a_[firstname1]	NP(NP)	
POmtg542_289:136	but	CC(CC)	but
POmtg542_289:137	er	UH(UH)	er

POmtg542_290:1	@@	LA(LA)	

POmtg542_291:1	@@@@@	LA(LA)	

POmtg542_292:1	hm	RE(RE)	hm
POmtg542_292:2	er	UH(UH)	er

POmtg542_293:1	he	PP(PP)	he
POmtg542_293:2	is	VBZ(VBZ)	be
POmtg542_293:3	a	DT(DT)	a
POmtg542_293:4	special	JJ(JJ)	special
POmtg542_293:5	receiver	NN(NN)	receiver
POmtg542_293:6	of	IN(IN)	of
POmtg542_293:7	that	DT(DT)	that
POmtg542_293:8	kind	NN(NN)	kind
POmtg542_293:9	of	IN(IN)	of
POmtg542_293:10	agency	NN(NN)	agency
POmtg542_293:11	as	IN(IN)	as
POmtg542_293:12	as	IN(IN)	as
POmtg542_293:13	you	PP(PP)	you
POmtg542_293:14	well	RB(RB)	well
POmtg542_293:15	know	VVP(VVP)	know
POmtg542_293:16	_1	PA(PA)	

POmtg542_294:1	@@@@@	LA(LA)	

POmtg542_295:1	well	DM(DM)	well
POmtg542_295:2	okay	RE(RE)	okay
POmtg542_295:3	let	VV(VV)	let
POmtg542_295:4	's	PP(PP)	we
POmtg542_295:5	see	VV(VV)	see
POmtg542_295:6	what	WP(WP)	what
POmtg542_295:7	happens	VVZ(VVZ)	happen
POmtg542_295:8	_2	PA(PA)	

POmtg542_296:1	well	DM(DM)	well
POmtg542_296:2	the	DT(DT)	the
POmtg542_296:3	alternative	NN(NN)	alternative
POmtg542_296:4	is	VBZ(VBZ)	be
POmtg542_296:5	that	IN(IN)	that
POmtg542_296:6	we	PP(PP)	we
POmtg542_296:7	ca	MD(MD)	can
POmtg542_296:8	n't	RB(RB)	not
POmtg542_296:9	present	VV(VV)	present
POmtg542_296:10	anything	NN(NN)	anything
POmtg542_296:11	to	IN(IN)	to
POmtg542_296:12	the	DT(DT)	the
POmtg542_296:13	general	NN(NN)	general
POmtg542_296:14	assembly	NN(NN)	assembly
POmtg542_296:15	because	IN(IN)	because
POmtg542_296:16	we	PP(PP)	we
POmtg542_296:17	can	MD(MD)	can
POmtg542_296:18	not	RB(RB)	not
POmtg542_296:19	meet	VV(VV)	meet
POmtg542_296:20	before	RB(RB)	before
POmtg542_296:21	so	DM(DM)	so
POmtg542_296:22	er	UH(UH)	er
POmtg542_296:23	_1	PA(PA)	

POmtg542_297:1	no	RE(RE)	no
POmtg542_297:2	that	DT(DT)	that
POmtg542_297:3	's	VBS(VBS)	be
POmtg542_297:4	that	DT(DT)	that
POmtg542_297:5	's	VBS(VBS)	be
POmtg542_297:6	no	RE(RE)/DT(DT)	no

POmtg542_298:1	it	PP(PP)	it
POmtg542_298:2	's	VBS(VBS)	be
POmtg542_298:3	it	PP(PP)	it
POmtg542_298:4	's	VBS(VBS)	be
POmtg542_298:5	it	PP(PP)	it
POmtg542_298:6	's	VBS(VBS)	be
POmtg542_298:7	a	DT(DT)	a
POmtg542_298:8	rather	RB(RB)	rather
POmtg542_298:9	a	DT(DT)	a
POmtg542_298:10	foreclosed	JJ(JJ)	foreclosed
POmtg542_298:11	deal	NN(NN)	deal
POmtg542_298:12	_2	PA(PA)	

POmtg542_299:1	i	PP(PP)	i
POmtg542_299:2	think	VVP(VVP)	think
POmtg542_299:3	it	PP(PP)	it
POmtg542_299:4	's	VBS(VBS)	be
POmtg542_299:5	it	PP(PP)	it
POmtg542_299:6	's	VBS(VBS)	be
POmtg542_299:7	perfectly	RB(RB)	perfectly
POmtg542_299:8	doable	JJ(JJ)	doable
POmtg542_299:9	_0	PA(PA)	
POmtg542_299:10	because	IN(IN)	because
POmtg542_299:11	we	PP(PP)	we
POmtg542_299:12	give	VVP(VVP)	give
POmtg542_299:13	them	PP(PP)	they
POmtg542_299:14	advanced	JJ(JJ)	advanced
POmtg542_299:15	warning	VVG(NN)	warn/warning
POmtg542_299:16	i	PP(DM)	i
POmtg542_299:17	mean	VVP(DM)	mean
POmtg542_299:18	it	PP(PP)	it
POmtg542_299:19	's	VBS(VBS)	be
POmtg542_299:20	not	RB(RB)	not
POmtg542_299:21	the	DT(DT)	the
POmtg542_299:22	first	JJ(JJ)	first
POmtg542_299:23	time	NN(NN)	time

POmtg542_300:1	the	DT(DT)	the
POmtg542_300:2	advance	JJ(JJ)	advance
POmtg542_300:3	warning	VVG(NN)	warn/warning
POmtg542_300:4	is	VBZ(VBZ)	be
POmtg542_300:5	important	JJ(JJ)	important

POmtg542_301:1	yeah	RE(RE)	yeah
POmtg542_301:2	but	CC(CC)	but
POmtg542_301:3	and	CC(CC)	and
POmtg542_301:4	the	DT(DT)	the
POmtg542_301:5	the	DT(DT)	the
POmtg542_301:6	the	DT(DT)	the
POmtg542_301:7	that	DT(DT)	that
POmtg542_301:8	yes	RE(RE)	yes
POmtg542_301:9	and	CC(CC)	and
POmtg542_301:10	a-	XX(XX)	
POmtg542_301:11	and	CC(CC)	and
POmtg542_301:12	we	PP(PP)	we
POmtg542_301:13	warn	VVP(VVP)	warn
POmtg542_301:14	them	PP(PP)	they
POmtg542_301:15	at	IN(IN)	at
POmtg542_301:16	the	DT(DT)	the
POmtg542_301:17	steering	VVG(NN)	steer/steering
POmtg542_301:18	group	NN(NN)	group
POmtg542_301:19	meeting	VVG(NN)	meet/meeting
POmtg542_301:20	thursday	NP(NP)	thursday
POmtg542_301:21	where	WRB(WRB)	where
POmtg542_301:22	a_[firstname1]	NP(NP)	
POmtg542_301:23	will	MD(MD)	will
POmtg542_301:24	be	VB(VB)	be
POmtg542_301:25	there	RB(RB)	there
POmtg542_301:26	so	IN(IN)	so
POmtg542_301:27	he	PP(PP)	he
POmtg542_301:28	will	MD(MD)	will
POmtg542_301:29	have	VH(VH)	have
POmtg542_301:30	the	DT(DT)	the
POmtg542_301:31	occasion	NN(NN)	occasion
POmtg542_301:32	to	TO(TO)	to
POmtg542_301:33	speak	VV(VV)	speak
POmtg542_301:34	out	RP(RP)	out
POmtg542_301:35	there	RB(RB)	there

POmtg542_302:1	hm	RE(RE)	hm

POmtg542_303:1	okay	RE(RE)	okay

POmtg542_304:1	and	CC(CC)	and
POmtg542_304:2	er	UH(UH)	er
POmtg542_304:3	_0	PA(PA)	
POmtg542_304:4	i	PP(PP)	i
POmtg542_304:5	think	VVP(VVP)	think
POmtg542_304:6	then	RB(RB)	then
POmtg542_304:7	_0	PA(PA)	
POmtg542_304:8	i	PP(DM)	i
POmtg542_304:9	mean	VVP(DM)	mean
POmtg542_304:10	_0	PA(PA)	
POmtg542_304:11	m-	XX(XX)	
POmtg542_304:12	m-	XX(XX)	
POmtg542_304:13	_0	PA(PA)	
POmtg542_304:14	i	PP(PP)	i
POmtg542_304:15	have	VHP(VHP)	have
POmtg542_304:16	known	VVN(VVN)	know
POmtg542_304:17	your	PP$(PP$)	you
POmtg542_304:18	the	DT(DT)	the
POmtg542_304:19	great	JJ(JJ)	great
POmtg542_304:20	er	UH(UH)	er
POmtg542_304:21	_0	PA(PA)	
POmtg542_304:22	xx	UNI(UNI)	
POmtg542_304:23	of	IN(IN)	of
POmtg542_304:24	hungarian	JJ(JJ)	hungarian
POmtg542_304:25	accreditation	NN(NN)	accreditation
POmtg542_304:26	over	IN(IN)	over
POmtg542_304:27	the	DT(DT)	the
POmtg542_304:28	years	NNS(NNS)	year
POmtg542_304:29	_1	PA(PA)	
POmtg542_304:30	and	CC(CC)	and
POmtg542_304:31	_0	PA(PA)	
POmtg542_304:32	a_[firstname1]	NP(NP)	
POmtg542_304:33	_0	PA(PA)	
POmtg542_304:34	as	RB(RB)	as
POmtg542_304:35	long	RB(RB)	long
POmtg542_304:36	as	IN(IN)	as
POmtg542_304:37	he	PP(PP)	he
POmtg542_304:38	can	MD(MD)	can
POmtg542_304:39	speak	VV(VV)	speak
POmtg542_304:40	his	PP$(PP$)	he
POmtg542_304:41	mind	NN(NN)	mind
POmtg542_304:42	_0	PA(PA)	
POmtg542_304:43	as	RB(RB)	as
POmtg542_304:44	long	RB(RB)	long
POmtg542_304:45	as	IN(IN)	as
POmtg542_304:46	he	PP(PP)	he
POmtg542_304:47	can	MD(MD)	can
POmtg542_304:48	make	VV(VV)	make
POmtg542_304:49	his	PP$(PP$)	he
POmtg542_304:50	point	NN(NN)	point
POmtg542_304:51	he	PP(PP)	he
POmtg542_304:52	will	MD(MD)	will
POmtg542_304:53	often	RB(RB)	often
POmtg542_304:54	be	VB(VB)	be
POmtg542_304:55	satisfied	JJ(JJ)	satisfied
POmtg542_304:56	i	PP(DM)	i
POmtg542_304:57	mean	VVP(DM)	mean
POmtg542_304:58	he	PP(PP)	he
POmtg542_304:59	's	VBS(VBS)	be
POmtg542_304:60	not	RB(RB)	not
POmtg542_304:61	the	DT(DT)	the
POmtg542_304:62	one	NN(NN)	one
POmtg542_304:63	to	TO(TO)	to
POmtg542_304:64	keep	VV(VV)	keep
POmtg542_304:65	pers-	XX(XX)	
POmtg542_304:66	at	RB(RB)	at
POmtg542_304:67	least	RB(RB)	least
POmtg542_304:68	not	RB(RB)	not
POmtg542_304:69	in	IN(IN)	in
POmtg542_304:70	my	PP$(PP$)	i
POmtg542_304:71	exp-	XX(XX)	
POmtg542_304:72	he	PP(PP)	he
POmtg542_304:73	does	VVZ(VVZ)	do
POmtg542_304:74	n't	RB(RB)	not
POmtg542_304:75	keep	VV(VV)	keep
POmtg542_304:76	pursuing	VVG(VVG)	pursue
POmtg542_304:77	a	DT(DT)	a
POmtg542_304:78	point	NN(NN)	point
POmtg542_304:79	but	CC(CC)	but
POmtg542_304:80	he	PP(PP)	he
POmtg542_304:81	wishes	VVZ(VVZ)	wish
POmtg542_304:82	to	TO(TO)	to
POmtg542_304:83	make	VV(VV)	make
POmtg542_304:84	it	PP(PP)	it
POmtg542_304:85	_0	PA(PA)	

POmtg542_305:1	mhm	RE(RE)	mhm

POmtg542_306:1	and	CC(CC)	and
POmtg542_306:2	that	DT(DT)	that
POmtg542_306:3	he	PP(PP)	he
POmtg542_306:4	does	VVZ(VVZ)	do
POmtg542_306:5	and	CC(CC)	and
POmtg542_306:6	you	PP(PP)	you
POmtg542_306:7	'll	MD(MD)	will
POmtg542_306:8	have	VHP(VHP)	have
POmtg542_306:9	the	DT(DT)	the
POmtg542_306:10	occasion	NN(NN)	occasion
POmtg542_306:11	on	IN(IN)	on
POmtg542_306:12	thursday	NP(NP)	thursday
POmtg542_306:13	then	RB(RB)	then
POmtg542_306:14	to	TO(TO)	to
POmtg542_306:15	say	VV(VV)	say
POmtg542_306:16	_0	PA(PA)	

POmtg542_307:1	mhm	RE(RE)	mhm

POmtg542_308:1	that	IN(IN)	that
POmtg542_308:2	this	DT(DT)	this
POmtg542_308:3	is	VBZ(VBZ)	be
POmtg542_308:4	not	RB(RB)	not
POmtg542_308:5	_0	PA(PA)	
POmtg542_308:6	an	DT(DT)	a
POmtg542_308:7	adequate	JJ(JJ)	adequate
POmtg542_308:8	procedure	NN(NN)	procedure
POmtg542_308:9	and	CC(CC)	and
POmtg542_308:10	_0	PA(PA)	
POmtg542_308:11	i	PP(PP)	i
POmtg542_308:12	must	MD(MD)	must
POmtg542_308:13	then	RB(RB)	then
POmtg542_308:14	explain	VV(VV)	explain
POmtg542_308:15	as	IN(IN)	as
POmtg542_308:16	i	PP(PP)	i
POmtg542_308:17	best	RBS(RBS)	good
POmtg542_308:18	can	MD(MD)	can
POmtg542_308:19	that	IN(IN)	that
POmtg542_308:20	it	PP(PP)	it
POmtg542_308:21	's	VBS(VBS)	be
POmtg542_308:22	workable	JJ(JJ)	workable
POmtg542_308:23	under	IN(IN)	under
POmtg542_308:24	the	DT(DT)	the
POmtg542_308:25	circumstances	NNS(NNS)	circumstance

POmtg542_309:1	mhm	RE(RE)	mhm

POmtg542_310:1	okay	RE(RE)	okay
POmtg542_310:2	m-	XX(XX)	
POmtg542_310:3	er	UH(UH)	er
POmtg542_310:4	i	PP(PP)	i
POmtg542_310:5	do	VVP(VVP)	do
POmtg542_310:6	n't	RB(RB)	not
POmtg542_310:7	want	VV(VV)	want
POmtg542_310:8	to	TO(TO)	to
POmtg542_310:9	complicate	VV(VV)	complicate
POmtg542_310:10	things	NNS(NNS)	thing
POmtg542_310:11	but	CC(CC)	but
POmtg542_310:12	i-	XX(XX)	
POmtg542_310:13	in	IN(IN)	in
POmtg542_310:14	the	DT(DT)	the
POmtg542_310:15	background	NN(NN)	background
POmtg542_310:16	of	IN(IN)	of
POmtg542_310:17	this	DT(DT)	this
POmtg542_310:18	_0	PA(PA)	
POmtg542_310:19	er	UH(UH)	er
POmtg542_310:20	vi-	XX(XX)	
POmtg542_310:21	virtual	JJ(JJ)	virtual
POmtg542_310:22	argument	NN(NN)	argument
POmtg542_310:23	_0	PA(PA)	
POmtg542_310:24	there	EX(EX)	there
POmtg542_310:25	is	VBZ(VBZ)	be
POmtg542_310:26	the	DT(DT)	the
POmtg542_310:27	pro-	XX(XX)	
POmtg542_310:28	proposal	NN(NN)	proposal
POmtg542_310:29	or	CC(CC)	or
POmtg542_310:30	the	DT(DT)	the
POmtg542_310:31	_0	PA(PA)	
POmtg542_310:32	assumption	NN(NN)	assumption
POmtg542_310:33	_0	PA(PA)	
POmtg542_310:34	that	IN(IN)	that
POmtg542_310:35	er	UH(UH)	er
POmtg542_310:36	such	DT(DT)	such
POmtg542_310:37	documents	NNS(NNS)	document
POmtg542_310:38	could	MD(MD)	can
POmtg542_310:39	be	VB(VB)	be
POmtg542_310:40	or	CC(CC)	or
POmtg542_310:41	should	MD(MD)	shall
POmtg542_310:42	be	VB(VB)	be
POmtg542_310:43	_0	PA(PA)	
POmtg542_310:44	discussed	VVN(VVN)	discuss
POmtg542_310:45	by	IN(IN)	by
POmtg542_310:46	the	DT(DT)	the
POmtg542_310:47	er	UH(UH)	er
POmtg542_310:48	individual	JJ(JJ)	individual
POmtg542_310:49	national	JJ(JJ)	national
POmtg542_310:50	boards	NNS(NNS)	board
POmtg542_310:51	_0	PA(PA)	
POmtg542_310:52	of	IN(IN)	of
POmtg542_310:53	the	DT(DT)	the
POmtg542_310:54	agencies	NNS(NNS)	agency
POmtg542_310:55	_0	PA(PA)	
POmtg542_310:56	and	CC(CC)	and
POmtg542_310:57	for	IN(IN)	for
POmtg542_310:58	that	DT(DT)	that
POmtg542_310:59	there	EX(EX)	there
POmtg542_310:60	will	MD(MD)	will
POmtg542_310:61	be	VB(VB)	be
POmtg542_310:62	no	DT(DT)	no
POmtg542_310:63	er	UH(UH)	er
POmtg542_310:64	time	NN(NN)	time
POmtg542_310:65	_0	PA(PA)	

POmtg542_311:1	yes	RE(RE)	yes

POmtg542_312:1	s-	XX(XX)	
POmtg542_312:2	for	RB(RB)	for
POmtg542_312:3	sure	RB(RB)	sure
POmtg542_312:4	_0	PA(PA)	

POmtg542_313:1	we	PP(PP)	we
POmtg542_313:2	do	VVP(VVP)	do
POmtg542_313:3	n't	RB(RB)	not
POmtg542_313:4	have	VH(VH)	have
POmtg542_313:5	that	DT(DT)	that
POmtg542_313:6	sort	NN(NN)	sort
POmtg542_313:7	of	IN(IN)	of
POmtg542_313:8	stuff	NN(NN)	stuff
POmtg542_313:9	_1	PA(PA)	

POmtg542_314:1	unless	IN(IN)	unless
POmtg542_314:2	_0	PA(PA)	
POmtg542_314:3	and	CC(CC)	and
POmtg542_314:4	but	CC(CC)	but
POmtg542_314:5	tha-	XX(XX)	
POmtg542_314:6	but	CC(CC)	but
POmtg542_314:7	that	DT(DT)	that
POmtg542_314:8	's	VBS(VBS)	be
POmtg542_314:9	that	DT(DT)	that
POmtg542_314:10	's	VBS(VBS)	be
POmtg542_314:11	the	DT(DT)	the
POmtg542_314:12	hungarian	JJ(JJ)	hungarian
POmtg542_314:13	case	NN(NN)	case
POmtg542_314:14	_0	PA(PA)	

POmtg542_315:1	i	PP(DM)	i
POmtg542_315:2	mean	VVP(DM)	mean
POmtg542_315:3	you	PP(PP)	you
POmtg542_315:4	you	PP(PP)	you
POmtg542_315:5	you	PP(PP)	you

POmtg542_316:1	er	UH(UH)	er
POmtg542_316:2	we	PP(PP)	we
POmtg542_316:3	have	VHP(VHP)	have
POmtg542_316:4	a	DT(DT)	a
POmtg542_316:5	board	NN(NN)	board
POmtg542_316:6	meeting	VVG(NN)	meet/meeting
POmtg542_316:7	on	IN(IN)	on
POmtg542_316:8	the	DT(DT)	the
POmtg542_316:9	twenty-eighth	NN(NN)	twenty-eighth
POmtg542_316:10	_0	PA(PA)	
POmtg542_316:11	of	IN(IN)	of
POmtg542_316:12	may	NP(NP)	may
POmtg542_316:13	_1	PA(PA)	
POmtg542_316:14	so	DM(DM)	so
POmtg542_316:15	will	MD(MD)	will
POmtg542_316:16	that	DT(DT)	that
POmtg542_316:17	document	NN(NN)	document
POmtg542_316:18	be	VB(VB)	be
POmtg542_316:19	ready	JJ(JJ)	ready
POmtg542_316:20	by	IN(IN)	by
POmtg542_316:21	that	DT(DT)	that
POmtg542_316:22	time	NN(NN)	time
POmtg542_316:23	_0	PA(PA)	

POmtg542_317:1	that	DT(DT)	that
POmtg542_317:2	's	VBS(VBS)	be
POmtg542_317:3	all	DT(DT)	all
POmtg542_317:4	your	PP$(PP$)	you
POmtg542_317:5	work	NN(NN)	work
POmtg542_317:6	and	CC(CC)	and
POmtg542_317:7	orientation	NN(NN)	orientation
POmtg542_317:8	of	IN(IN)	of
POmtg542_317:9	the	DT(DT)	the
POmtg542_317:10	great	JJ(JJ)	great
POmtg542_317:11	x	UNI(UNI)	
POmtg542_317:12	xx	UNI(UNI)	

POmtg542_318:1	yes	RE(RE)	yes
POmtg542_318:2	@@	LA(LA)	

POmtg542_319:1	do	VVP(VVP)	do
POmtg542_319:2	you	PP(PP)	you
POmtg542_319:3	i	PP(PP)	i
POmtg542_319:4	'm	VBP(VBP)	be
POmtg542_319:5	telling	VVG(VVG)	tell
POmtg542_319:6	you	PP(PP)	you
POmtg542_319:7	that	IN(IN)	that
POmtg542_319:8	the	DT(DT)	the
POmtg542_319:9	whole	JJ(JJ)	whole
POmtg542_319:10	commission	NN(NN)	commission
POmtg542_319:11	is	VBZ(VBZ)	be
POmtg542_319:12	going	VVG(VVG)	go
POmtg542_319:13	to	TO(TO)	to
POmtg542_319:14	to	TO(TO)	to
POmtg542_319:15	look	VV(VV)	look
POmtg542_319:16	through	IN(IN)	through
POmtg542_319:17	this	DT(DT)	this
POmtg542_319:18	_2	PA(PA)	
POmtg542_319:19	as	IN(IN)	as
POmtg542_319:20	a	DT(DT)	a
POmtg542_319:21	heavy	JJ(JJ)	heavy
POmtg542_319:22	system	NN(NN)	system
POmtg542_319:23	for	RB(RB)	for
POmtg542_319:24	sure	RB(RB)	sure
POmtg542_319:25	a_[S2]	NP(NP)	
POmtg542_319:26	he	PP(PP)	he
POmtg542_319:27	was	VBD(VBD)	be
POmtg542_319:28	_1	PA(PA)	

POmtg542_320:1	st-	XX(XX)	
POmtg542_320:2	still	RB(RB)	still
POmtg542_320:3	of	RB(RB)	of
POmtg542_320:4	course	RB(RB)	course
POmtg542_320:5	not	RB(RB)	not
POmtg542_320:6	but	CC(CC)	but
POmtg542_320:7	at	RB(RB)	at
