POwgd449_1:1	language	NN(NN)	language
POwgd449_433:3	's	VBS(VBS)	be
POwgd449_433:4	_0	PA(PA)	
POwgd449_433:5	that	DT(DT)	that
POwgd449_433:6	's	VBS(VBS)	be
POwgd449_433:7	that	DT(DT)	that
POwgd449_433:8	's	VBS(VBS)	be
POwgd449_433:9	an	DT(DT)	a
POwgd449_433:10	in	IN(IN)	in
POwgd449_433:11	in	IN(IN)	in
POwgd449_433:12	the	DT(DT)	the
POwgd449_433:13	light-hearted	JJ(JJ)	light-hearted
POwgd449_433:14	hm	RE(RE)	hm
POwgd449_433:15	information	NN(NN)	information
POwgd449_433:16	_0	PA(PA)	

POwgd449_434:1	cultural	JJ(JJ)	cultural

POwgd449_435:1	because	IN(IN)	because
POwgd449_435:2	if	IN(IN)	if
POwgd449_435:3	if	IN(IN)	if
POwgd449_435:4	you	PP(PP)	you
POwgd449_435:5	if	IN(IN)	if
POwgd449_435:6	you	PP(PP)	you
POwgd449_435:7	_0	PA(PA)	
POwgd449_435:8	say	VVP(VVP)	say
POwgd449_435:9	_0	PA(PA)	
POwgd449_435:10	country	NN(NN)	country
POwgd449_435:11	is	VBZ(VBZ)	be
POwgd449_435:12	very	RB(RB)	very
POwgd449_435:13	nice	JJ(JJ)	nice
POwgd449_435:14	and	CC(CC)	and
POwgd449_435:15	you	PP(PP)	you
POwgd449_435:16	wa-	XX(XX)	
POwgd449_435:17	at	RB(RB)	at
POwgd449_435:18	least	RB(RB)	least
POwgd449_435:19	you	PP(PP)	you
POwgd449_435:20	want	VVP(VVP)	want
POwgd449_435:21	to	TO(TO)	to
POwgd449_435:22	say	VV(VV)	say
POwgd449_435:23	someth-	XX(XX)	
POwgd449_435:24	so-	XX(XX)	
POwgd449_435:25	some	DT(DT)	some
POwgd449_435:26	words	NNS(NNS)	word
POwgd449_435:27	_0	PA(PA)	
POwgd449_435:28	to	TO(TO)	to
POwgd449_435:29	when	WRB(WRB)	when
POwgd449_435:30	you	PP(PP)	you
POwgd449_435:31	go	VVP(VVP)	go
POwgd449_435:32	there	RB(RB)	there
POwgd449_435:33	you	PP(DM)	you
POwgd449_435:34	know	VVP(DM)	know
POwgd449_435:35	_0	PA(PA)	

POwgd449_436:1	yeah	RE(RE)	yeah

POwgd449_437:1	if	IN(IN)	if
POwgd449_437:2	you	PP(PP)	you
POwgd449_437:3	go	VVP(VVP)	go
POwgd449_437:4	there	RB(RB)	there
POwgd449_437:5	with	IN(IN)	with
POwgd449_437:6	interest	NN(NN)	interest
POwgd449_437:7	_0	PA(PA)	
POwgd449_437:8	direct	JJ(JJ)	direct
POwgd449_437:9	_0	PA(PA)	
POwgd449_437:10	at	RB(RB)	at
POwgd449_437:11	least	RB(RB)	least
POwgd449_437:12	x	UNI(UNI)	
POwgd449_437:13	tourism	NN(NN)	tourism
POwgd449_437:14	_9	PA(PA)	
POwgd449_437:15	i	PP(PP)	i
POwgd449_437:16	think	VVP(VVP)	think
POwgd449_437:17	one	CD(CD)	one
POwgd449_437:18	person	NN(NN)	person
POwgd449_437:19	needs	VVZ(VVZ)	need
POwgd449_437:20	to	TO(TO)	to
POwgd449_437:21	be	VB(VB)	be

POwgd449_438:1	and	CC(CC)	and
POwgd449_438:2	then	RB(RB)	then
POwgd449_438:3	check	VV(VV)	check
POwgd449_438:4	have	VH(VH)	have
POwgd449_438:5	this	DT(DT)	this
POwgd449_438:6	er	UH(UH)	er
POwgd449_438:7	this	DT(DT)	this
POwgd449_438:8	er	UH(UH)	er
POwgd449_438:9	evaluation	NN(NN)	evaluation
POwgd449_438:10	at	IN(IN)	at
POwgd449_438:11	the	DT(DT)	the
POwgd449_438:12	end	NN(NN)	end
POwgd449_438:13	of	IN(IN)	of
POwgd449_438:14	er	UH(UH)	er
POwgd449_438:15	_0	PA(PA)	
POwgd449_438:16	you	PP(DM)	you
POwgd449_438:17	know	VVP(DM)	know
POwgd449_438:18	_0	PA(PA)	
POwgd449_438:19	fun	NN(NN)	fun
POwgd449_438:20	way	NN(NN)	way
POwgd449_438:21	to	TO(TO)	to
POwgd449_438:22	xx	UNI(UNI)	
POwgd449_438:23	x	UNI(UNI)	

POwgd449_439:1	it	PP(PP)	it
POwgd449_439:2	's	VBS(VBS)	be
POwgd449_439:3	it	PP(PP)	it
POwgd449_439:4	's	VBS(VBS)	be
POwgd449_439:5	very	RB(RB)	very
POwgd449_439:6	important	JJ(JJ)	important
POwgd449_439:7	for	IN(IN)	for
POwgd449_439:8	a	DT(DT)	a
POwgd449_439:9	person	NN(NN)	person
POwgd449_439:10	to	TO(TO)	to
POwgd449_439:11	be	VB(VB)	be
POwgd449_439:12	_2	PA(PA)	

POwgd449_440:1	check	VV(VV)	check
POwgd449_440:2	what	WP(WP)	what
POwgd449_440:3	you	PP(PP)	you
POwgd449_440:4	have	VHP(VHP)	have
POwgd449_440:5	done	VVN(VVN)	do

POwgd449_441:1	from	IN(IN)	from
POwgd449_441:2	the	DT(DT)	the
POwgd449_441:3	country	NN(NN)	country

POwgd449_442:1	yeah	RE(RE)	yeah
POwgd449_442:2	_0	PA(PA)	

POwgd449_443:1	you	PP(DM)	you
POwgd449_443:2	know	VVP(DM)	know

POwgd449_444:1	yeah	RE(RE)	yeah
POwgd449_444:2	_0	PA(PA)	
POwgd449_444:3	to	TO(TO)	to
POwgd449_444:4	have	VH(VH)	have
POwgd449_444:5	er	UH(UH)	er
POwgd449_444:6	_0	PA(PA)	
POwgd449_444:7	native	NN(NN)	native
POwgd449_444:8	there	RB(RB)	there
POwgd449_444:9	_1	PA(PA)	

POwgd449_445:1	yeah	RE(RE)	yeah
POwgd449_445:2	_0	PA(PA)	
POwgd449_445:3	to	TO(TO)	to
POwgd449_445:4	have	VH(VH)	have
POwgd449_445:5	a	DT(DT)	a
POwgd449_445:6	native	NN(NN)	native
POwgd449_445:7	and	CC(CC)	and
POwgd449_445:8	feel	VV(VV)	feel
POwgd449_445:9	free	JJ(JJ)	free
POwgd449_445:10	them	PP(PP)	they
POwgd449_445:11	x	UNI(UNI)	
POwgd449_445:12	x	UNI(UNI)	

POwgd449_446:1	because	IN(IN)	because
POwgd449_446:2	sometimes	RB(RB)	sometimes
POwgd449_446:3	sometimes	RB(RB)	sometimes
POwgd449_446:4	_0	PA(PA)	
POwgd449_446:5	you	PP(PP)	you
POwgd449_446:6	have	VHP(VHP)	have
POwgd449_446:7	you	PP(PP)	you
POwgd449_446:8	may	MD(MD)	may
POwgd449_446:9	have	VH(VH)	have
POwgd449_446:10	come	VVN(VVN)	come
POwgd449_446:11	_2	PA(PA)	
POwgd449_446:12	can	MD(MD)	can
POwgd449_446:13	have	VH(VH)	have
POwgd449_446:14	somebody	NN(NN)	somebody
POwgd449_446:15	over	RB(RB)	over
POwgd449_446:16	there	RB(RB)	there
POwgd449_446:17	_1	PA(PA)	
POwgd449_446:18	with	IN(IN)	with
POwgd449_446:19	with	IN(IN)	with
POwgd449_446:20	no	RE(RE)/RB(RB)	no
POwgd449_446:21	very	RB(RB)	very
POwgd449_446:22	x	UNI(UNI)	
POwgd449_446:23	x	UNI(UNI)	
POwgd449_446:24	country	NN(NN)	country
POwgd449_446:25	and	CC(CC)	and

POwgd449_447:1	i	PP(PP)	i
POwgd449_447:2	did	VVD(VVD)	do
POwgd449_447:3	n't	RB(RB)	not
POwgd449_447:4	tell	VV(VV)	tell
POwgd449_447:5	you	PP(PP)	you
POwgd449_447:6	we	PP(PP)	we
POwgd449_447:7	had	VHD(VHD)	have
POwgd449_447:8	a	DT(DT)	a
POwgd449_447:9	people	NNS(NNS)	people
POwgd449_447:10	volunteer	NN(NN)/V(V)	volunteer
POwgd449_447:11	and	CC(CC)	and
POwgd449_447:12	er	UH(UH)	er

POwgd449_448:1	so	DM(DM)	so
POwgd449_448:2	a_[S5]	NP(NP)	
POwgd449_448:3	is	VBZ(VBZ)	be
POwgd449_448:4	talking	VVG(VVG)	talk

POwgd449_449:1	so	DM(DM)	so
POwgd449_449:2	we	PP(PP)	we
POwgd449_449:3	need	VVP(VVP)	need
POwgd449_449:4	this	DT(DT)	this
POwgd449_449:5	people	NNS(NNS)	people
POwgd449_449:6	and	CC(CC)	and
POwgd449_449:7	er	UH(UH)	er

POwgd449_450:1	er	UH(UH)	er
POwgd449_450:2	er	UH(UH)	er
POwgd449_450:3	x	UNI(UNI)	
POwgd449_450:4	x	UNI(UNI)	
POwgd449_450:5	one	CD(CD)	one
POwgd449_450:6	person	NN(NN)	person
POwgd449_450:7	xxx	UNI(UNI)	
POwgd449_450:8	get	V(V)	get
POwgd449_450:9	no	DT(DT)	no
POwgd449_450:10	more	JJR(JJR)	more

POwgd449_451:1	that	DT(DT)	that
POwgd449_451:2	's	VBS(VBS)	be
POwgd449_451:3	sure	JJ(JJ)	sure
POwgd449_451:4	yeah	RE(RE)	yeah

POwgd449_452:1	we	PP(PP)	we
POwgd449_452:2	had	VHD(VHD)	have
POwgd449_452:3	some	DT(DT)	some
POwgd449_452:4	we	PP(PP)	we
POwgd449_452:5	had	VHD(VHD)	have
POwgd449_452:6	some	DT(DT)	some
POwgd449_452:7	good	JJ(JJ)	good
POwgd449_452:8	xx	UNI(UNI)	
POwgd449_452:9	yeah	RE(RE)	yeah
POwgd449_452:10	_0	PA(PA)	

POwgd449_453:1	and	CC(CC)	and
POwgd449_453:2	you	PP(PP)	you
POwgd449_453:3	can	MD(MD)	can
POwgd449_453:4	tell	VV(VV)	tell
POwgd449_453:5	something	NN(NN)	something
POwgd449_453:6	from	IN(IN)	from
POwgd449_453:7	his	PP$(PP$)	he
POwgd449_453:8	own	JJ(JJ)	own
POwgd449_453:9	experience	NN(NN)	experience

POwgd449_454:1	yeah	RE(RE)	yeah
POwgd449_454:2	yeah	RE(RE)	yeah
POwgd449_454:3	yeah	RE(RE)	yeah

POwgd449_455:1	erm	UH(UH)	erm

POwgd449_456:1	so	DM(DM)	so
POwgd449_456:2	it	PP(PP)	it
POwgd449_456:3	's	VBS(VBS)	be
POwgd449_456:4	about	IN(IN)	about
POwgd449_456:5	erm	UH(UH)	erm
POwgd449_456:6	a	DT(DT)	a
POwgd449_456:7	native	NN(NN)	native
POwgd449_456:8	_0	PA(PA)	
POwgd449_456:9	er	UH(UH)	er
POwgd449_456:10	_5	PA(PA)	
POwgd449_456:11	because	IN(IN)	because
POwgd449_456:12	also	RB(RB)	also
POwgd449_456:13	you	PP(PP)	you
POwgd449_456:14	you	PP(PP)	you
POwgd449_456:15	probably	RB(RB)	probably
POwgd449_456:16	need	VVP(VVP)	need
POwgd449_456:17	_2	PA(PA)	
POwgd449_456:18	a	DT(DT)	a
POwgd449_456:19	native	NN(NN)	native
POwgd449_456:20	to	TO(TO)	to
POwgd449_456:21	speak	VV(VV)	speak
POwgd449_456:22	the	DT(DT)	the
POwgd449_456:23	local	JJ(JJ)	local
POwgd449_456:24	language	NN(NN)	language

POwgd449_457:1	x	UNI(UNI)	
POwgd449_457:2	x	UNI(UNI)	
POwgd449_457:3	xxx	UNI(UNI)	

POwgd449_458:1	you	PP(PP)	you
POwgd449_458:2	always	RB(RB)	always
POwgd449_458:3	need	VV(VV)	need
POwgd449_458:4	_0	PA(PA)	
POwgd449_458:5	at	RB(RB)	at
POwgd449_458:6	least	RB(RB)	least
POwgd449_458:7	a	DT(DT)	a
POwgd449_458:8	a	DT(DT)	a
POwgd449_458:9	native	NN(NN)	native
POwgd449_458:10	that	PRE(PRE)	that
POwgd449_458:11	lives	VVZ(VVZ)	live
POwgd449_458:12	in	IN(IN)	in
POwgd449_458:13	the	DT(DT)	the
POwgd449_458:14	country	NN(NN)	country
POwgd449_458:15	_0	PA(PA)	
POwgd449_458:16	because	IN(IN)	because
POwgd449_458:17	you	PP(PP)	you
POwgd449_458:18	need	VVP(VVP)	need
POwgd449_458:19	to	TO(TO)	to
POwgd449_458:20	_0	PA(PA)	
POwgd449_458:21	know	VV(VV)	know
POwgd449_458:22	the	DT(DT)	the
POwgd449_458:23	both	DT(DT)	both
POwgd449_458:24	languages	NNS(NNS)	language
POwgd449_458:25	_0	PA(PA)	
POwgd449_458:26	and	CC(CC)	and
POwgd449_458:27	if	IN(IN)	if
POwgd449_458:28	there	EX(EX)	there
POwgd449_458:29	are	VBP(VBP)	be
POwgd449_458:30	person	NN(NNS)	person
POwgd449_458:31	bilingual	JJ(JJ)	bilingual
POwgd449_458:32	_0	PA(PA)	
POwgd449_458:33	not	RB(RB)	not
POwgd449_458:34	everybody	NN(NN)	everybody
POwgd449_458:35	does	VVZ(VVZ)	do

POwgd449_459:1	yeah	RE(RE)	yeah

POwgd449_460:1	er	UH(UH)	er
POwgd449_460:2	a_[S1]	NP(NP)	
POwgd449_460:3	you	PP(PP)	you
POwgd449_460:4	just	RB(RB)	just
POwgd449_460:5	taught	VVD(VVD)	teach
POwgd449_460:6	me	PP(PP)	i
POwgd449_460:7	because	IN(IN)	because
POwgd449_460:8	he	PP(PP)	he
POwgd449_460:9	was	VBD(VBD)	be
POwgd449_460:10	telling	VVG(VVG)	tell
POwgd449_460:11	the	DT(DT)	the
POwgd449_460:12	same	JJ(JJ)	same
POwgd449_460:13	thing	NN(NN)	thing
POwgd449_460:14	over	IN(IN)	over
POwgd449_460:15	studying	VVG(VVG)	study
POwgd449_460:16	the	DT(DT)	the
POwgd449_460:17	same	JJ(JJ)	same
POwgd449_460:18	thing	NN(NN)	thing

POwgd449_461:1	oh	UH(UH)	oh
POwgd449_461:2	yes	RE(RE)	yes

POwgd449_462:1	we	PP(PP)	we
POwgd449_462:2	had	VHD(VHD)	have
POwgd449_462:3	a	DT(DT)	a
POwgd449_462:4	people	NNS(NNS)	people
POwgd449_462:5	er	UH(UH)	er
POwgd449_462:6	er	UH(UH)	er
POwgd449_462:7	a	DT(DT)	a
POwgd449_462:8	media	NN(NN)	media
POwgd449_462:9	people	NNS(NNS)	people
POwgd449_462:10	who	PRE(PRE)	who
POwgd449_462:11	live	VVP(VVP)	live
POwgd449_462:12	and	CC(CC)	and
POwgd449_462:13	then	RB(RB)	then
POwgd449_462:14	there	RB(RB)	there
POwgd449_462:15	_0	PA(PA)	
POwgd449_462:16	you	PP(PP)	you
POwgd449_462:17	brought	VVD(VVD)	bring
POwgd449_462:18	me	PP(PP)	i
POwgd449_462:19	there	RB(RB)	there
POwgd449_462:20	beside	IN(IN)	beside
POwgd449_462:21	that	DT(DT)	that
POwgd449_462:22	we	PP(PP)	we
POwgd449_462:23	had	VHD(VHD)	have
POwgd449_462:24	xx	UNI(UNI)	

POwgd449_463:1	yeah	RE(RE)	yeah

POwgd449_464:1	what	WP(WP)	what

POwgd449_465:1	xx	UNI(UNI)	
POwgd449_465:2	xx	UNI(UNI)	
POwgd449_465:3	x	UNI(UNI)	
POwgd449_465:4	xx	UNI(UNI)	

POwgd449_466:1	what	WP(WP)	what
POwgd449_466:2	do	VVP(VVP)	do
POwgd449_466:3	you	PP(PP)	you
POwgd449_466:4	have	VH(VH)	have
POwgd449_466:5	more	RBR(RBR)	more
POwgd449_466:6	_0	PA(PA)	
POwgd449_466:7	of	IN(IN)	of
POwgd449_466:8	x	UNI(UNI)	

POwgd449_467:1	yah	RE(RE)	yah
POwgd449_467:2	you	PP(PP)	you
POwgd449_467:3	will	MD(MD)	will
POwgd449_467:4	have	VH(VH)	have
POwgd449_467:5	more	RBR(RBR)	more
POwgd449_467:6	xx	UNI(UNI)	
POwgd449_467:7	_1	PA(PA)	
POwgd449_467:8	for	IN(IN)	for
POwgd449_467:9	us	PP(PP)	we
POwgd449_467:10	as	IN(IN)	as
POwgd449_467:11	event	NN(NN)	event
POwgd449_467:12	_3	PA(PA)	

POwgd449_468:1	no	RE(RE)	no
POwgd449_468:2	but	CC(CC)	but
POwgd449_468:3	just	RB(RB)	just
POwgd449_468:4	got	VVD(VVD)	get
POwgd449_468:5	the	DT(DT)	the
POwgd449_468:6	embassy	NN(NN)	embassy
POwgd449_468:7	or	CC(CC)	or
POwgd449_468:8	somebody	NN(NN)	somebody
POwgd449_468:9	a-	XX(XX)	
POwgd449_468:10	ask	V(V)	ask
POwgd449_468:11	somebody	NN(NN)	somebody

POwgd449_469:1	he	PP(PP)	he
POwgd449_469:2	was	VBD(VBD)	be
POwgd449_469:3	n't	RB(RB)	not
POwgd449_469:4	x	UNI(UNI)	
POwgd449_469:5	x	UNI(UNI)	
POwgd449_469:6	xx	UNI(UNI)	
POwgd449_469:7	x	UNI(UNI)	
POwgd449_469:8	x	UNI(UNI)	
POwgd449_469:9	xx	UNI(UNI)	

POwgd449_470:1	well	DM(DM)	well
POwgd449_470:2	he	PP(PP)	he
POwgd449_470:3	must	MD(MD)	must
POwgd449_470:4	be	VB(VB)	be
POwgd449_470:5	like	DM(DM)	like
POwgd449_470:6	the	DT(DT)	the
POwgd449_470:7	only	JJ(JJ)	only
POwgd449_470:8	country	NN(NN)	country
POwgd449_470:9	in	IN(IN)	in
POwgd449_470:10	europe	NP(NP)	europe
POwgd449_470:11	that	PRE(PRE)	that
POwgd449_470:12	do	V(VVZ)	do
POwgd449_470:13	n't	RB(RB)	not
POwgd449_470:14	have	VH(VH)	have
POwgd449_470:15	british	JJ(JJ)	british
POwgd449_470:16	people	NNS(NNS)	people
POwgd449_470:17	live	VVP(VVP)	live
POwgd449_470:18	in	IN(IN)	in
POwgd449_470:19	@	LA(LA)	

POwgd449_471:1	@@	LA(LA)	

POwgd449_472:1	with	IN(IN)	with
POwgd449_472:2	us	PP(PP)	we
POwgd449_472:3	xx	UNI(UNI)	

POwgd449_473:1	how	WRB(WRB)	how
POwgd449_473:2	can	MD(MD)	can
POwgd449_473:3	you	PP(PP)	you
POwgd449_473:4	imagine	VV(VV)	imagine
POwgd449_473:5	people	NNS(NNS)	people
POwgd449_473:6	are	VBP(VBP)	be
POwgd449_473:7	coming	VVG(VVG)	come
POwgd449_473:8	_0	PA(PA)	

POwgd449_474:1	because	IN(IN)	because
POwgd449_474:2	in	IN(IN)	in
POwgd449_474:3	the	DT(DT)	the

POwgd449_475:1	now	RB(RB)	now
POwgd449_475:2	they	PP(PP)	they
POwgd449_475:3	are	VBP(VBP)	be
POwgd449_475:4	coming	VVG(VVG)	come
POwgd449_475:5	because	IN(IN)	because
POwgd449_475:6	they	PP(PP)	they
POwgd449_475:7	find	VVP(VVP)	find
POwgd449_475:8	_0	PA(PA)	
POwgd449_475:9	attractive	JJ(JJ)	attractive
POwgd449_475:10	_0	PA(PA)	
POwgd449_475:11	ways	NNS(NNS)	way
POwgd449_475:12	of	IN(IN)	of
POwgd449_475:13	_0	PA(PA)	
POwgd449_475:14	making	VVG(VVG)	make
POwgd449_475:15	money	NN(NN)	money
POwgd449_475:16	out	IN(IN)	out
POwgd449_475:17	of	IN(IN)	of
POwgd449_475:18	buying	VVG(VVG)	buy
POwgd449_475:19	buildings	NNS(NNS)	building

POwgd449_476:1	yes	RE(RE)	yes

POwgd449_477:1	very	RB(RB)	very
POwgd449_477:2	nice	JJ(JJ)	nice
POwgd449_477:3	buildings	NNS(NNS)	building
POwgd449_477:4	and	CC(CC)	and
POwgd449_477:5	er	UH(UH)	er
POwgd449_477:6	_0	PA(PA)	
POwgd449_477:7	selling	VVG(VVG)	sell
POwgd449_477:8	them	PP(PP)	they
POwgd449_477:9	again	RB(RB)	again

POwgd449_478:1	give	VV(VV)	give
POwgd449_478:2	this	DT(DT)	this
POwgd449_478:3	to	IN(IN)	to
POwgd449_478:4	a_[S1]	NP(NP)	
POwgd449_478:5	as	IN(IN)	as
POwgd449_478:6	a	DT(DT)	a
POwgd449_478:7	present	NN(NN)	present
POwgd449_478:8	from	IN(IN)	from
POwgd449_478:9	a_[place1]	NP(NP)	
POwgd449_478:10	_0	PA(PA)	
POwgd449_478:11	okay	RE(RE)	okay
POwgd449_478:12	_0	PA(PA)	
POwgd449_478:13	it	PP(PP)	it
POwgd449_478:14	's	VBS(VBS)	be
POwgd449_478:15	from	IN(IN)	from
POwgd449_478:16	a_[place1]	NP(NP)	
POwgd449_478:17	x	UNI(UNI)	
POwgd449_478:18	x	UNI(UNI)	
POwgd449_478:19	x	UNI(UNI)	

POwgd449_479:1	very	RB(RB)	very
POwgd449_479:2	nice	JJ(JJ)	nice

POwgd449_480:1	from	IN(IN)	from
POwgd449_480:2	what	WDT(WDT)	what
POwgd449_480:3	prizes	NNS(NNS)	prize
POwgd449_480:4	left	RB(RB)	left

POwgd449_481:1	oh	UH(UH)	oh
POwgd449_481:2	good	JJ(JJ)	good

POwgd449_482:1	@@@	LA(LA)	

POwgd449_483:1	thank	FI(FI)	thank
POwgd449_483:2	you	FI(FI)	you
POwgd449_483:3	both	DT(DT)	both

POwgd449_484:1	she	PP(PP)	she
POwgd449_484:2	's	VBS(VBS)	be
POwgd449_484:3	offering	VVG(VVG)	offer
POwgd449_484:4	prizes	NNS(NNS)	prize
POwgd449_484:5	yeah	RE(RE)	yeah

POwgd449_485:1	i	PP(PP)	i
POwgd449_485:2	want	VVP(VVP)	want
POwgd449_485:3	to	TO(TO)	to
POwgd449_485:4	thank	VV(VV)	thank
POwgd449_485:5	my	PP$(PP$)	i
POwgd449_485:6	mother	NN(NN)	mother
POwgd449_485:7	and	CC(CC)	and
POwgd449_485:8	my	PP$(PP$)	i
POwgd449_485:9	father	NN(NN)	father
POwgd449_485:10	and	CC(CC)	and
POwgd449_485:11	xx	UNI(UNI)	
POwgd449_485:12	xx	UNI(UNI)	
POwgd449_485:13	xx	UNI(UNI)	

POwgd449_486:1	and	CC(CC)	and
POwgd449_486:2	the	DT(DT)	the
POwgd449_486:3	romanian	JJ(JJ)	romanian
POwgd449_486:4	embassy	NN(NN)	embassy
POwgd449_486:5	xx	UNI(UNI)	
POwgd449_486:6	xx	UNI(UNI)	

POwgd449_487:1	xx	UNI(UNI)	
POwgd449_487:2	xx	UNI(UNI)	

POwgd449_488:1	you	PP(PP)	you
POwgd449_488:2	may	MD(MD)	may
POwgd449_488:3	visit	VV(VV)	visit
POwgd449_488:4	their	PP$(PP$)	they
POwgd449_488:5	xx	UNI(UNI)	
POwgd449_488:6	it	PP(PP)	it
POwgd449_488:7	's	VBS(VBS)	be
POwgd449_488:8	nice	JJ(JJ)	nice
POwgd449_488:9	visit	VV(VV)	visit
POwgd449_488:10	it	PP(PP)	it
POwgd449_488:11	_0	PA(PA)	
POwgd449_488:12	very	RB(RB)	very
POwgd449_488:13	lovely	JJ(JJ)	lovely
POwgd449_488:14	thanks	FI(FI)	thank

POwgd449_489:1	britain	NP(NP)	britain
POwgd449_489:2	yeah	RE(RE)	yeah
POwgd449_489:3	but	CC(CC)	but
POwgd449_489:4	_0	PA(PA)	
POwgd449_489:5	the	DT(DT)	the
POwgd449_489:6	british	JJ(JJ)	british
POwgd449_489:7	the	DT(DT)	the
POwgd449_489:8	british	JJ(JJ)	british
POwgd449_489:9	embassy	NN(NN)	embassy
POwgd449_489:10	has	VHZ(VHZ)	have

POwgd449_490:1	yeah	RE(RE)	yeah
POwgd449_490:2	just	RB(RB)	just
POwgd449_490:3	from	IN(IN)	from
POwgd449_490:4	british	JJ(JJ)	british
POwgd449_490:5	em-	XX(XX)	

POwgd449_491:1	yes	RE(RE)	yes

POwgd449_492:1	quite	RB(RB)	quite
POwgd449_492:2	nice	JJ(JJ)	nice
POwgd449_492:3	_0	PA(PA)	

POwgd449_493:1	yes	RE(RE)	yes

POwgd449_494:1	xx	UNI(UNI)	
POwgd449_494:2	materials	NNS(NNS)	material

POwgd449_495:1	and	CC(CC)	and
POwgd449_495:2	the	DT(DT)	the
POwgd449_495:3	marks	NNS(NNS)	mark
POwgd449_495:4	were	VBD(VBD)	be
POwgd449_495:5	very	RB(RB)	very
POwgd449_495:6	nice	JJ(JJ)	nice
POwgd449_495:7	i	PP(PP)	i
POwgd449_495:8	'm	VBP(VBP)	be
POwgd449_495:9	i	PP(PP)	i
POwgd449_495:10	'm	VBP(VBP)	be
POwgd449_495:11	sorry	JJ(JJ)	sorry
POwgd449_495:12	we	PP(PP)	we
POwgd449_495:13	had	VHD(VHD)	have
POwgd449_495:14	only	RB(RB)	only
POwgd449_495:15	five	CD(CD)	five
POwgd449_495:16	marks	NNS(NNS)	mark
POwgd449_495:17	_0	PA(PA)	
POwgd449_495:18	i	PP(PP)	i
POwgd449_495:19	know	VVP(VVP)	know
POwgd449_495:20	that	DT(DT)	that
POwgd449_495:21	's	VBS(VBS)	be
POwgd449_495:22	five	CD(CD)	five
POwgd449_495:23	marks	NNS(NNS)	mark
POwgd449_495:24	but	CC(CC)	but

POwgd449_496:1	just	RB(RB)	just

POwgd449_497:1	oh	UH(UH)	oh
POwgd449_497:2	marks	NNS(NNS)	mark

POwgd449_498:1	marks	NNS(NNS)	mark
POwgd449_498:2	marks	NNS(NNS)	mark
POwgd449_498:3	marks	NNS(NNS)	mark

POwgd449_499:1	ah	UH(UH)	ah
POwgd449_499:2	marks	NNS(NNS)	mark
POwgd449_499:3	xxx	UNI(UNI)	
POwgd449_499:4	oh	UH(UH)	oh
POwgd449_499:5	yeah	RE(RE)	yeah
POwgd449_499:6	use	VV(VV)	use
POwgd449_499:7	your	PP$(PP$)	you
POwgd449_499:8	mother	NN(NN)	mother
POwgd449_499:9	tongue	NN(NN)	tongue

POwgd449_500:1	just	RB(RB)	just
POwgd449_500:2	okay	RE(RE)	okay
POwgd449_500:3	with	IN(IN)	with
POwgd449_500:4	her	PP(PP)	she
POwgd449_500:5	because	IN(IN)	because
POwgd449_500:6	i	PP(PP)	i
POwgd449_500:7	think	VVP(VVP)	think
POwgd449_500:8	she	PP(PP)	she
POwgd449_500:9	's	VBS(VBS)	be
POwgd449_500:10	_0	PA(PA)	
POwgd449_500:11	she	PP(PP)	she
POwgd449_500:12	she	PP(PP)	she
POwgd449_500:13	's	VBS(VBS)	be
POwgd449_500:14	not	RB(RB)	not
POwgd449_500:15	to	TO(TO)	to
POwgd449_500:16	be	VB(VB)	be
POwgd449_500:17	trusted	VVN(VVN)	trust

POwgd449_501:1	she	PP(PP)	she
POwgd449_501:2	's	VBS(VBS)	be
POwgd449_501:3	driving	VVG(VVG)	drive
POwgd449_501:4	xxx	UNI(UNI)	

POwgd449_502:1	@@@@	LA(LA)	

POwgd449_503:1	she	PP(PP)	she
POwgd449_503:2	xx	UNI(UNI)	
POwgd449_503:3	xx	UNI(UNI)	
POwgd449_503:4	all	DT(DT)	all
POwgd449_503:5	loads	NNS(NNS)	load
POwgd449_503:6	of	IN(IN)	of
POwgd449_503:7	tricks	NNS(NNS)	trick
POwgd449_503:8	_0	PA(PA)	

POwgd449_504:1	yes	RE(RE)	yes
POwgd449_504:2	@@	LA(LA)	
POwgd449_504:3	_0	PA(PA)	

POwgd449_505:1	right	DM(DM)	right
POwgd449_505:2	@@	LA(LA)	

POwgd449_506:1	ca	MD(MD)	can
POwgd449_506:2	n't	RB(RB)	not
POwgd449_506:3	pay	VV(VV)	pay
POwgd449_506:4	for	IN(IN)	for
POwgd449_506:5	it	PP(PP)	it
POwgd449_506:6	in	IN(IN)	in
POwgd449_506:7	in	IN(IN)	in
POwgd449_506:8	hotel	NN(NN)	hotel
POwgd449_506:9	room	NN(NN)	room
POwgd449_506:10	@@@	LA(LA)	

POwgd449_507:1	mhm	RE(RE)	mhm
POwgd449_507:2	yes	RE(RE)	yes

POwgd449_508:1	@@@@	LA(LA)	

POwgd449_509:1	just	RB(RB)	just
POwgd449_509:2	watch	VV(VV)	watch
POwgd449_509:3	you	PP(PP)	you
POwgd449_509:4	then	RB(RB)	then
POwgd449_509:5	end	VV(VV)	end
POwgd449_509:6	up	RP(RP)	up
