POmtg316_1:1	let	VV(VV)	let
POmtg316_324:45	i	PP(PP)	i
POmtg316_324:46	do	VVP(VVP)	do
POmtg316_324:47	n't	RB(RB)	not
POmtg316_324:48	think	VV(VV)	think
POmtg316_324:49	you	PP(PP)	you
POmtg316_324:50	can	MD(MD)	can
POmtg316_324:51	_0	PA(PA)	

POmtg316_325:1	hm	RE(RE)	hm

POmtg316_326:1	since	IN(IN)	since
POmtg316_326:2	you	PP(PP)	you
POmtg316_326:3	know	VVP(VVP)	know
POmtg316_326:4	that	IN(IN)	that
POmtg316_326:5	you	PP(PP)	you
POmtg316_326:6	have	VHP(VHP)	have
POmtg316_326:7	_0	PA(PA)	
POmtg316_326:8	you	PP(DM)	you
POmtg316_326:9	know	VVP(DM)	know
POmtg316_326:10	xx	UNI(UNI)	

POmtg316_327:1	well	DM(DM)	well
POmtg316_327:2	it	PP(PP)	it
POmtg316_327:3	's	VBS(VBS)	be
POmtg316_327:4	an	DT(DT)	a
POmtg316_327:5	ongoing	JJ(JJ)	ongoing
POmtg316_327:6	struggle	NN(NN)	struggle
POmtg316_327:7	and	CC(CC)	and
POmtg316_327:8	battle	NN(NN)	battle

POmtg316_328:1	hm	RE(RE)	hm

POmtg316_329:1	and	CC(CC)	and
POmtg316_329:2	erm	UH(UH)	erm
POmtg316_329:3	_0	PA(PA)	
POmtg316_329:4	the	DT(DT)	the
POmtg316_329:5	law	NN(NN)	law
POmtg316_329:6	_0	PA(PA)	
POmtg316_329:7	i	PP(DM)	i
POmtg316_329:8	mean	VVP(DM)	mean
POmtg316_329:9	_0	PA(PA)	
POmtg316_329:10	clearly	RB(RB)	clearly
POmtg316_329:11	_0	PA(PA)	
POmtg316_329:12	the	DT(DT)	the
POmtg316_329:13	minister	NN(NN)	minister
POmtg316_329:14	perhaps	RB(RB)	perhaps
POmtg316_329:15	can	MD(MD)	can
POmtg316_329:16	be	VB(VB)	be
POmtg316_329:17	_0	PA(PA)	
POmtg316_329:18	persuaded	VVN(VVN)	persuade
POmtg316_329:19	or	CC(CC)	or
POmtg316_329:20	he	PP(PP)	he
POmtg316_329:21	can	MD(MD)	can
POmtg316_329:22	be	VB(VB)	be
POmtg316_329:23	_0	PA(PA)	
POmtg316_329:24	changed	VVN(VVN)	change

POmtg316_330:1	hm	RE(RE)	hm
POmtg316_330:2	hm	RE(RE)	hm
POmtg316_330:3	hm	RE(RE)	hm

POmtg316_331:1	yes	RE(RE)	yes

POmtg316_332:1	and	CC(CC)	and
POmtg316_332:2	he	PP(PP)	he
POmtg316_332:3	can	MD(MD)	can
POmtg316_332:4	be	VB(VB)	be
POmtg316_332:5	replaced	VVN(VVN)	replace
POmtg316_332:6	by	IN(IN)	by
POmtg316_332:7	someone	NN(NN)	someone
POmtg316_332:8	who	PRE(PRE)	who
POmtg316_332:9	has	VHZ(VHZ)	have
POmtg316_332:10	a	DT(DT)	a
POmtg316_332:11	more	RBR(RBR)	more
POmtg316_332:12	favorable	JJ(JJ)	favorable
POmtg316_332:13	_0	PA(PA)	
POmtg316_332:14	so	DM(DM)	so
POmtg316_332:15	i	PP(PP)	i
POmtg316_332:16	think	VVP(VVP)	think
POmtg316_332:17	we	PP(PP)	we
POmtg316_332:18	'd	MD(MD)	will
POmtg316_332:19	have	VH(VH)	have
POmtg316_332:20	no	DT(DT)	no
POmtg316_332:21	problem	NN(NN)	problem
POmtg316_332:22	of	IN(IN)	of
POmtg316_332:23	signing	VVG(VVG)	sign
POmtg316_332:24	a	DT(DT)	a
POmtg316_332:25	letter	NN(NN)	letter
POmtg316_332:26	of	NN(NN)	of
POmtg316_332:27	intent	NN(NN)	intent

POmtg316_333:1	okay	RE(RE)	okay

POmtg316_334:1	erm	UH(UH)	erm
POmtg316_334:2	_0	PA(PA)	
POmtg316_334:3	but	CC(CC)	but
POmtg316_334:4	of	RB(RB)	of
POmtg316_334:5	course	RB(RB)	course
POmtg316_334:6	we	PP(PP)	we
POmtg316_334:7	would	MD(MD)	will
POmtg316_334:8	also	RB(RB)	also
POmtg316_334:9	have	VH(VH)	have
POmtg316_334:10	to	TO(TO)	to
POmtg316_334:11	be	VB(VB)	be
POmtg316_334:12	honest	JJ(JJ)	honest
POmtg316_334:13	er	UH(UH)	er
POmtg316_334:14	about	IN(IN)	about
POmtg316_334:15	how	WRB(WRB)	how
POmtg316_334:16	realistically	RB(RB)	realistically
POmtg316_334:17	it	PP(PP)	it
POmtg316_334:18	is	VBZ(VBZ)	be
POmtg316_334:19	_0	PA(PA)	

POmtg316_335:1	yeah	RE(RE)	yeah

POmtg316_336:1	and	CC(CC)	and
POmtg316_336:2	i	PP(PP)	i
POmtg316_336:3	'm	VBP(VBP)	be
POmtg316_336:4	i	PP(PP)	i
POmtg316_336:5	'm	VBP(VBP)	be
POmtg316_336:6	not	RB(RB)	not
POmtg316_336:7	sure	JJ(JJ)	sure
POmtg316_336:8	at	RB(RB)	at
POmtg316_336:9	all	RB(RB)	all
POmtg316_336:10	_0	PA(PA)	

POmtg316_337:1	hm	RE(RE)	hm

POmtg316_338:1	mhm	RE(RE)	mhm

POmtg316_339:1	mhm	RE(RE)	mhm

POmtg316_340:1	mhm	RE(RE)	mhm

POmtg316_341:1	and	CC(CC)	and
POmtg316_341:2	perhaps	RB(RB)	perhaps

POmtg316_342:1	yes	RE(RE)	yes
POmtg316_342:2	it	PP(PP)	it
POmtg316_342:3	's	VBS(VBS)	be
POmtg316_342:4	a	DT(DT)	a
POmtg316_342:5	letter	NN(NN)	letter
POmtg316_342:6	of	NN(NN)	of
POmtg316_342:7	intent	NN(NN)	intent
POmtg316_342:8	it	PP(PP)	it
POmtg316_342:9	's	VBS(VBS)	be
POmtg316_342:10	not	RB(RB)	not
POmtg316_342:11	_0	PA(PA)	

POmtg316_343:1	hm	RE(RE)	hm

POmtg316_344:1	yeah	RE(RE)	yeah

POmtg316_345:1	you	PP(DM)	you
POmtg316_345:2	know	VVP(DM)	know
POmtg316_345:3	something	NN(NN)	something
POmtg316_345:4	compulsory	JJ(JJ)	compulsory
POmtg316_345:5	or	CC(CC)	or
POmtg316_345:6	_3	PA(PA)	

POmtg316_346:1	letter	NN(NN)	letter
POmtg316_346:2	of	IN(IN)	of
POmtg316_346:3	commitment	NN(NN)	commitment

POmtg316_347:1	mhm	RE(RE)	mhm

POmtg316_348:1	right	DM(DM)	right

POmtg316_349:1	hm	RE(RE)	hm
POmtg316_349:2	_0	PA(PA)	

POmtg316_350:1	erm	UH(UH)	erm
POmtg316_350:2	_1	PA(PA)	
POmtg316_350:3	well	DM(DM)	well
POmtg316_350:4	_0	PA(PA)	
POmtg316_350:5	then	RB(RB)	then
POmtg316_350:6	we	PP(PP)	we
POmtg316_350:7	have	VHP(VHP)	have
POmtg316_350:8	the	DT(DT)	the
POmtg316_350:9	mobility	NN(NN)	mobility
POmtg316_350:10	_1	PA(PA)	
POmtg316_350:11	and	CC(CC)	and
POmtg316_350:12	perhaps	RB(RB)	perhaps
POmtg316_350:13	not	RB(RB)	not
POmtg316_350:14	really	RB(RB)	really
POmtg316_350:15	_0	PA(PA)	
POmtg316_350:16	distinguishing	VVG(VVG)	distinguish
POmtg316_350:17	between	IN(IN)	between
POmtg316_350:18	the	DT(DT)	the
POmtg316_350:19	_0	PA(PA)	
POmtg316_350:20	the	DT(DT)	the
POmtg316_350:21	planning	VVG(NN)	plan/planning
POmtg316_350:22	phase	NN(NN)	phase
POmtg316_350:23	or	CC(CC)	or
POmtg316_350:24	the	DT(DT)	the
POmtg316_350:25	actual	JJ(JJ)	actual
POmtg316_350:26	program	NN(NN)	program
POmtg316_350:27	_0	PA(PA)	
POmtg316_350:28	phase	NN(NN)	phase
POmtg316_350:29	_0	PA(PA)	
POmtg316_350:30	it	PP(PP)	it
POmtg316_350:31	would	MD(MD)	will
POmtg316_350:32	have	VH(VH)	have
POmtg316_350:33	to	TO(TO)	to
POmtg316_350:34	consider	VV(VV)	consider
POmtg316_350:35	how	WRB(WRB)	how
POmtg316_350:36	to	TO(TO)	to
POmtg316_350:37	organize	VV(VV)	organize
POmtg316_350:38	mobility	NN(NN)	mobility
POmtg316_350:39	in	IN(IN)	in
POmtg316_350:40	terms	IN(IN)	term
POmtg316_350:41	of	IN(IN)	of
POmtg316_350:42	housing	VVG(NN)	house/housing
POmtg316_350:43	language	NN(NN)	language
POmtg316_350:44	courses	NNS(NNS)	course
POmtg316_350:45	welfare	NN(NN)	welfare
POmtg316_350:46	_0	PA(PA)	
POmtg316_350:47	orientation	NN(NN)	orientation
POmtg316_350:48	_0	PA(PA)	
POmtg316_350:49	administration	NN(NN)	administration
POmtg316_350:50	registration	NN(NN)	registration
POmtg316_350:51	hh	BR(BR)	
POmtg316_350:52	erm	UH(UH)	erm
POmtg316_350:53	_2	PA(PA)	
POmtg316_350:54	and	CC(CC)	and
POmtg316_350:55	both	CC(CC)	both
POmtg316_350:56	in	IN(IN)	in
POmtg316_350:57	terms	IN(IN)	term
POmtg316_350:58	of	IN(IN)	of
POmtg316_350:59	student	NN(NN)	student
POmtg316_350:60	and	CC(CC)	and
POmtg316_350:61	teachers	NNS(NNS)	teacher
POmtg316_350:62		POS(POS)	'
POmtg316_350:63	mobility	NN(NN)	mobility

POmtg316_351:1	mhm	RE(RE)	mhm
POmtg316_351:2	_0	PA(PA)	

POmtg316_352:1	and	CC(CC)	and
POmtg316_352:2	also	RB(RB)	also
POmtg316_352:3	for	IN(IN)	for
POmtg316_352:4	staff	NN(NN)	staff
POmtg316_352:5	mobility	NN(NN)	mobility

POmtg316_353:1	hm	RE(RE)	hm

POmtg316_354:1	p_non-academic	PVC(JJ)	

POmtg316_355:1	mhm	RE(RE)	mhm

POmtg316_356:1	i	PP(PP)	i
POmtg316_356:2	think	VVP(VVP)	think
POmtg316_356:3	it	PP(PP)	it
POmtg316_356:4	's	VBS(VBS)	be
POmtg316_356:5	_0	PA(PA)	
POmtg316_356:6	obvious	JJ(JJ)	obvious
POmtg316_356:7	that	IN(IN)	that
POmtg316_356:8	_1	PA(PA)	
POmtg316_356:9	if	IN(IN)	if
POmtg316_356:10	you	PP(PP)	you
POmtg316_356:11	have	VHP(VHP)	have
POmtg316_356:12	erm	UH(UH)	erm
POmtg316_356:13	administrative	JJ(JJ)	administrative
POmtg316_356:14	personnel	NNS(NNS)	personnel
POmtg316_356:15	seeing	VVG(VVG)	see
POmtg316_356:16	how	WRB(WRB)	how
POmtg316_356:17	their	PP$(PP$)	they
POmtg316_356:18	sort	RB(RB)	sort
POmtg316_356:19	of	RB(RB)	of
POmtg316_356:20	_0	PA(PA)	
POmtg316_356:21	counterparts	NNS(NNS)	counterpart
POmtg316_356:22	_0	PA(PA)	
POmtg316_356:23	in	IN(IN)	in
POmtg316_356:24	the	DT(DT)	the
POmtg316_356:25	within	IN(IN)	within
POmtg316_356:26	the	DT(DT)	the
POmtg316_356:27	same	JJ(JJ)	same
POmtg316_356:28	program	NN(NN)	program
POmtg316_356:29	actually	RB(RB)	actually
POmtg316_356:30	deals	VVZ(VVZ)	deal
POmtg316_356:31	with	IN(IN)	with
POmtg316_356:32	things	NNS(NNS)	thing
POmtg316_356:33	_0	PA(PA)	
POmtg316_356:34	be	VB(VB)	be
POmtg316_356:35	it	PP(PP)	it
POmtg316_356:36	could	MD(MD)	can
POmtg316_356:37	be	VB(VB)	be
POmtg316_356:38	inspiring	JJ(JJ)	inspiring

POmtg316_357:1	mhm	RE(RE)	mhm

POmtg316_358:1	hm	RE(RE)	hm

POmtg316_359:1	so	DM(DM)	so
POmtg316_359:2	and	CC(CC)	and
POmtg316_359:3	perhaps	RB(RB)	perhaps
POmtg316_359:4	do	VV(VV)	do
POmtg316_359:5	an	DT(DT)	a
POmtg316_359:6	internship	NN(NN)	internship
POmtg316_359:7	_0	PA(PA)	
POmtg316_359:8	for	IN(IN)	for
POmtg316_359:9	a	DT(DT)	a
POmtg316_359:10	couple	NN(NN)	couple
POmtg316_359:11	of	IN(IN)	of
POmtg316_359:12	weeks	NNS(NNS)	week

POmtg316_360:1	hm	RE(RE)	hm

POmtg316_361:1	or	CC(CC)	or
POmtg316_361:2	_1	PA(PA)	
POmtg316_361:3	a	DT(DT)	a
POmtg316_361:4	group	NN(NN)	group
POmtg316_361:5	placement	NN(NN)	placement
POmtg316_361:6	erm	UH(UH)	erm
POmtg316_361:7	_0	PA(PA)	
POmtg316_361:8	so	DM(DM)	so
POmtg316_361:9	_0	PA(PA)	

POmtg316_362:1	mhm	RE(RE)	mhm

POmtg316_363:1	in	IN(IN)	in
POmtg316_363:2	terms	IN(IN)	term
POmtg316_363:3	of	IN(IN)	of
POmtg316_363:4	admission	NN(NN)	admission
POmtg316_363:5	procedures	NNS(NNS)	procedure
POmtg316_363:6	_2	PA(PA)	
POmtg316_363:7	perhaps	RB(RB)	perhaps
POmtg316_363:8	it	PP(PP)	it
POmtg316_363:9	's	VBS(VBS)	be
POmtg316_363:10	more	RBR(RBR)	more
POmtg316_363:11	an	DT(DT)	a
POmtg316_363:12	academic	JJ(JJ)	academic
POmtg316_363:13	question	NN(NN)	question
POmtg316_363:14	er	UH(UH)	er
POmtg316_363:15	but	CC(CC)	but
POmtg316_363:16	_1	PA(PA)	
POmtg316_363:17	it	PP(PP)	it
POmtg316_363:18	should	MD(MD)	shall
POmtg316_363:19	be	VB(VB)	be
POmtg316_363:20	very	RB(RB)	very
POmtg316_363:21	clear	JJ(JJ)	clear
POmtg316_363:22	whether	IN(IN)	whether
POmtg316_363:23	_0	PA(PA)	
POmtg316_363:24	the	DT(DT)	the
POmtg316_363:25	student	NN(NN)	student
POmtg316_363:26	_0	PA(PA)	
POmtg316_363:27	is	VBZ(VBZ)	be
POmtg316_363:28	admitted	VVN(VVN)	admit
POmtg316_363:29	_0	PA(PA)	
POmtg316_363:30	to	IN(IN)	to
POmtg316_363:31	the	DT(DT)	the
POmtg316_363:32	program	NN(NN)	program
POmtg316_363:33	itself	PP(PP)	it
POmtg316_363:34	_0	PA(PA)	
POmtg316_363:35	or	CC(CC)	or
POmtg316_363:36	to	IN(IN)	to
POmtg316_363:37	_0	PA(PA)	
POmtg316_363:38	any	DT(DT)	any
POmtg316_363:39	of	IN(IN)	of
POmtg316_363:40	the	DT(DT)	the
POmtg316_363:41	participating	VVG(NNS)/VVG(VVG)	participate/participating
POmtg316_363:42	universities	NNS(NNS)	university
POmtg316_363:43	or	CC(CC)	or
POmtg316_363:44	all	DT(DT)	all
POmtg316_363:45	three	CD(CD)	three
POmtg316_363:46	universities	NNS(NNS)	university
POmtg316_363:47	_0	PA(PA)	

POmtg316_364:1	yeah	RE(RE)	yeah

POmtg316_365:1	and	CC(CC)	and
POmtg316_365:2	if	IN(IN)	if
POmtg316_365:3	it	PP(PP)	it
POmtg316_365:4	's	VBS(VBS)	be
POmtg316_365:5	a	DT(DT)	a
POmtg316_365:6	student	NN(NN)	student
POmtg316_365:7	not	RB(RB)	not
POmtg316_365:8	originating	VVG(VVG)	originate
POmtg316_365:9	from	IN(IN)	from
POmtg316_365:10	one	CD(CD)	one
POmtg316_365:11	of	IN(IN)	of
POmtg316_365:12	the	DT(DT)	the
POmtg316_365:13	three	CD(CD)	three
POmtg316_365:14	_0	PA(PA)	
POmtg316_365:15	universities	NNS(NNS)	university
POmtg316_365:16	actually	RB(RB)	actually
POmtg316_365:17	doing	VVG(VVG)	do
POmtg316_365:18	the	DT(DT)	the
POmtg316_365:19	program	NN(NN)	program
POmtg316_365:20	_0	PA(PA)	
POmtg316_365:21	er	UH(UH)	er
POmtg316_365:22	which	WDT(WDT)	which
POmtg316_365:23	university	NN(NN)	university
POmtg316_365:24	is	VBZ(VBZ)	be
POmtg316_365:25	the	DT(DT)	the
POmtg316_365:26	student	NN(NN)	student
POmtg316_365:27	then	RB(RB)	then
POmtg316_365:28	admitted	VVN(VVN)	admit
POmtg316_365:29	to	IN(IN)	to
POmtg316_365:30	or	CC(CC)	or
POmtg316_365:31	_0	PA(PA)	
POmtg316_365:32	can	MD(MD)	can
POmtg316_365:33	he	PP(PP)	he
POmtg316_365:34	be	VB(VB)	be
POmtg316_365:35	admitted	VVN(VVN)	admit
POmtg316_365:36	_0	PA(PA)	
POmtg316_365:37	also	RB(RB)	also
POmtg316_365:38	due	IN(IN)	due
POmtg316_365:39	to	IN(IN)	to
POmtg316_365:40	national	JJ(JJ)	national
POmtg316_365:41	legislation	NN(NN)	legislation
POmtg316_365:42	to	IN(IN)	to
POmtg316_365:43	a	DT(DT)	a
POmtg316_365:44	program	NN(NN)	program
POmtg316_365:45	itself	PP(PP)	it
POmtg316_365:46	which	PRE(PRE)	which
POmtg316_365:47	is	VBZ(VBZ)	be
POmtg316_365:48	actually	RB(RB)	actually
POmtg316_365:49	p_pan-european	PVC(JJ)	
POmtg316_365:50	rather	RB(RB)	rather
POmtg316_365:51	than	IN(IN)	than
POmtg316_365:52	national	JJ(JJ)	national
POmtg316_365:53	_0	PA(PA)	
POmtg316_365:54	er	UH(UH)	er
POmtg316_365:55	this	DT(DT)	this
POmtg316_365:56	is	VBZ(VBZ)	be
POmtg316_365:57	an	DT(DT)	a
POmtg316_365:58	issues	NNS(NN)	issue
POmtg316_365:59	that	PRE(PRE)	that
POmtg316_365:60	needs	VVZ(VVZ)	need
POmtg316_365:61	to	TO(TO)	to
POmtg316_365:62	be	VB(VB)	be
POmtg316_365:63	resolved	VVN(VVN)	resolve
POmtg316_365:64	_3	PA(PA)	
POmtg316_365:65	erm	UH(UH)	erm
POmtg316_365:66	right	DM(DM)	right
POmtg316_365:67	hh	BR(BR)	
POmtg316_365:68	erm	UH(UH)	erm
POmtg316_365:69	_1	PA(PA)	
POmtg316_365:70	and	CC(CC)	and
POmtg316_365:71	then	RB(RB)	then
POmtg316_365:72	should	MD(MD)	shall
POmtg316_365:73	there	EX(EX)	there
POmtg316_365:74	be	VB(VB)	be
POmtg316_365:75	reciprocity	NN(NN)	reciprocity
POmtg316_365:76	_0	PA(PA)	
POmtg316_365:77	in	IN(IN)	in
POmtg316_365:78	in	IN(IN)	in
POmtg316_365:79	this	DT(DT)	this
POmtg316_365:80	program	NN(NN)	program

POmtg316_366:1	mhm	RE(RE)	mhm
POmtg316_366:2	_0	PA(PA)	
POmtg316_366:3	hm	RE(RE)	hm

POmtg316_367:1	should	MD(MD)	shall
POmtg316_367:2	a	DT(DT)	a
POmtg316_367:3	country	NN(NN)	country
POmtg316_367:4	saying	VVG(VVG)	say
POmtg316_367:5	erm	UH(UH)	erm
POmtg316_367:6	_0	PA(PA)	
POmtg316_367:7	all	RB(RB)	all
POmtg316_367:8	right	RB(RB)	right
POmtg316_367:9	we	PP(PP)	we
POmtg316_367:10	deliver	VVP(VVP)	deliver
POmtg316_367:11	perhaps	RB(RB)	perhaps
POmtg316_367:12	_0	PA(PA)	
POmtg316_367:13	twenty	CD(CD)	twenty
POmtg316_367:14	per	NN(NN)	per
POmtg316_367:15	cent	NN(NN)	cent
POmtg316_367:16	of	IN(IN)	of
POmtg316_367:17	all	PDT(PDT)	all
POmtg316_367:18	the	DT(DT)	the
POmtg316_367:19	teaching	VVG(VVG)	teach
POmtg316_367:20	we	PP(PP)	we
POmtg316_367:21	deliver	VVP(VVP)	deliver
POmtg316_367:22	_0	PA(PA)	
POmtg316_367:23	fifteen	CD(CD)	fifteen
POmtg316_367:24	per	NN(NN)	per
POmtg316_367:25	cent	NN(NN)	cent
POmtg316_367:26	of	IN(IN)	of
POmtg316_367:27	all	PDT(PDT)	all
POmtg316_367:28	the	DT(DT)	the
POmtg316_367:29	students	NNS(NNS)	student
POmtg316_367:30	_0	PA(PA)	
POmtg316_367:31	so	DM(DM)	so
POmtg316_367:32	_0	PA(PA)	
POmtg316_367:33	we	PP(PP)	we
POmtg316_367:34	will	MD(MD)	will
POmtg316_367:35	only	RB(RB)	only
POmtg316_367:36	accept	VV(VV)	accept
POmtg316_367:37	fifteen	CD(CD)	fifteen
POmtg316_367:38	per	NN(NN)	per
POmtg316_367:39	cent	NN(NN)	cent
POmtg316_367:40	coming	VVG(VVG)	come
POmtg316_367:41	to	IN(IN)	to
POmtg316_367:42	_0	PA(PA)	
POmtg316_367:43	our	PP$(PP$)	we
POmtg316_367:44	university	NN(NN)	university
POmtg316_367:45	_1	PA(PA)	
POmtg316_367:46	or	CC(CC)	or
POmtg316_367:47	so	RB(RB)	so
POmtg316_367:48	erm	UH(UH)	erm
POmtg316_367:49	sort	RB(RB)	sort
POmtg316_367:50	of	RB(RB)	of
POmtg316_367:51	_0	PA(PA)	
POmtg316_367:52	get	VVP(VVP)	get
POmtg316_367:53	the	DT(DT)	the
POmtg316_367:54	expectations	NNS(NNS)	expectation
POmtg316_367:55	_0	PA(PA)	
POmtg316_367:56	settled	VVN(VVN)	settle
POmtg316_367:57	_0	PA(PA)	
POmtg316_367:58	before	IN(IN)	before
POmtg316_367:59	the	DT(DT)	the
POmtg316_367:60	program	NN(NN)	program
POmtg316_367:61	actually	RB(RB)	actually
POmtg316_367:62	gets	VVZ(VVZ)	get
POmtg316_367:63	running	VVG(VVG)	run
POmtg316_367:64	_1	PA(PA)	
POmtg316_367:65	so	DM(DM)	so
POmtg316_367:66	_0	PA(PA)	
POmtg316_367:67	and	CC(CC)	and
POmtg316_367:68	should	MD(MD)	shall
POmtg316_367:69	there	EX(EX)	there
POmtg316_367:70	be	VB(VB)	be
POmtg316_367:71	selection	NN(NN)	selection
POmtg316_367:72	criteria	NNS(NNS)	criterion
POmtg316_367:73	_0	PA(PA)	
POmtg316_367:74	and	CC(CC)	and
POmtg316_367:75	xxx	UNI(UNI)	
POmtg316_367:76	_0	PA(PA)	
POmtg316_367:77	x	UNI(UNI)	
POmtg316_367:78	put	VV(VV)	put
POmtg316_367:79	forward	RB(RB)	forward
POmtg316_367:80	by	IN(IN)	by
POmtg316_367:81	and	CC(CC)	and
POmtg316_367:82	i	PP(PP)	i
POmtg316_367:83	suppose	VVP(VVP)	suppose
POmtg316_367:84	that	DT(DT)	that
POmtg316_367:85	_0	PA(PA)	
POmtg316_367:86	would	MD(MD)	will
POmtg316_367:87	be	VB(VB)	be
POmtg316_367:88	the	DT(DT)	the
POmtg316_367:89	academics	NNS(NNS)	academic
POmtg316_367:90	_0	PA(PA)	
POmtg316_367:91	hh	BR(BR)	
POmtg316_367:92	right	DM(DM)	right
POmtg316_367:93	hh	BR(BR)	
POmtg316_367:94	quality	NN(NN)	quality
POmtg316_367:95	assurance	NN(NN)	assurance
POmtg316_367:96	_0	PA(PA)	
POmtg316_367:97	yeah	RE(RE)	yeah
POmtg316_367:98	well	DM(DM)	well
POmtg316_367:99	_0	PA(PA)	
POmtg316_367:100	that	DT(DT)	that
POmtg316_367:101	was	VBD(VBD)	be
POmtg316_367:102	really	RB(RB)	really
POmtg316_367:103	_0	PA(PA)	
POmtg316_367:104	we	PP(PP)	we
POmtg316_367:105	have	VHP(VHP)	have
POmtg316_367:106	_0	PA(PA)	
POmtg316_367:107	organization	NN(NN)	organization
POmtg316_367:108	of	IN(IN)	of
POmtg316_367:109	teaching	VVG(VVG)	teach
POmtg316_367:110	grading	VVG(NN)	grade/grading
POmtg316_367:111	system	NN(NN)	system
POmtg316_367:112	terms	NNS(NNS)	term
POmtg316_367:113	_0	PA(PA)	
POmtg316_367:114	s_ects	NP(NP)	s_ects
POmtg316_367:115	quality	NN(NN)	quality
POmtg316_367:116	assurance	NN(NN)	assurance
POmtg316_367:117	_0	PA(PA)	
POmtg316_367:118	organization	NN(NN)	organization
POmtg316_367:119	of	IN(IN)	of
POmtg316_367:120	consortium	NN(NN)	consortium

POmtg316_368:1	diploma	NN(NN)	diploma
POmtg316_368:2	supplement	NN(NN)	supplement

POmtg316_369:1	diploma	NN(NN)	diploma
POmtg316_369:2	supplement	NN(NN)	supplement

POmtg316_370:1	diploma	NN(NN)	diploma
POmtg316_370:2	supplement	NN(NN)	supplement

POmtg316_371:1	yeah	RE(RE)	yeah
POmtg316_371:2	we	PP(PP)	we
POmtg316_371:3	've	VHP(VHP)	have
POmtg316_371:4	talked	VVN(VVN)	talk
POmtg316_371:5	about	IN(IN)	about
POmtg316_371:6	it	PP(PP)	it
POmtg316_371:7	as	RB(RB)	as
POmtg316_371:8	well	RB(RB)	well

POmtg316_372:1	yes	RE(RE)	yes
POmtg316_372:2	_0	PA(PA)	
POmtg316_372:3	where	WRB(WRB)	where
POmtg316_372:4	do	VVP(VVP)	do
POmtg316_372:5	we	PP(PP)	we
POmtg316_372:6	put	VV(VV)	put
POmtg316_372:7	that	DT(DT)	that
POmtg316_372:8	in	IN(IN)	in
POmtg316_372:9	_0	PA(PA)	
POmtg316_372:10	tha-	XX(XX)	
POmtg316_372:11	that	DT(DT)	that
POmtg316_372:12	was	VBD(VBD)	be
POmtg316_372:13	a	DT(DT)	a
POmtg316_372:14	part	NN(NN)	part
POmtg316_372:15	of	IN(IN)	of
POmtg316_372:16	the	DT(DT)	the
POmtg316_372:17	quality	NN(NN)	quality
POmtg316_372:18	assurance	NN(NN)	assurance

POmtg316_373:1	mhm	RE(RE)	mhm

POmtg316_374:1	no	RE(RE)	no
POmtg316_374:2	yeah	RE(RE)	yeah

POmtg316_375:1	recognition	NN(NN)	recognition

POmtg316_376:1	recognition	NN(NN)	recognition
POmtg316_376:2	yeah	RE(RE)	yeah

POmtg316_377:1	yeah	RE(RE)	yeah

POmtg316_378:1	xxx	UNI(UNI)	

POmtg316_379:1	right	DM(DM)	right
POmtg316_379:2	_1	PA(PA)	
POmtg316_379:3	yeah	RE(RE)	yeah
POmtg316_379:4	_0	PA(PA)	
POmtg316_379:5	that	DT(DT)	that
POmtg316_379:6	was	VBD(VBD)	be
POmtg316_379:7	really	RB(RB)	really
POmtg316_379:8	_3	PA(PA)	
POmtg316_379:9	it	PP(PP)	it
POmtg316_379:10	was	VBD(VBD)	be
POmtg316_379:11	really	RB(RB)	really
POmtg316_379:12	brainstorming	VVG(VVG)	brainstorm
POmtg316_379:13	it	PP(PP)	it
POmtg316_379:14	did	VVD(VVD)	do
POmtg316_379:15	n't	RB(RB)	not
POmtg316_379:16	@	LA(LA)	
POmtg316_379:17	come	VV(VV)	come
POmtg316_379:18	to	IN(IN)	to
POmtg316_379:19	any	DT(DT)	any
POmtg316_379:20	explanation	NN(NN)	explanation
POmtg316_379:21	as	IN(IN)	as
POmtg316_379:22	to	IN(IN)	to
POmtg316_379:23	sort	RB(RB)	sort
POmtg316_379:24	of	RB(RB)	of
POmtg316_379:25	_0	PA(PA)	
POmtg316_379:26	this	DT(DT)	this
POmtg316_379:27	is	VBZ(VBZ)	be
POmtg316_379:28	how	WRB(WRB)	how
POmtg316_379:29	to	TO(TO)	to
POmtg316_379:30	do	VV(VV)	do
POmtg316_379:31	it	PP(PP)	it
POmtg316_379:32	_0	PA(PA)	
POmtg316_379:33	er	UH(UH)	er

POmtg316_380:1	mhm	RE(RE)	mhm

POmtg316_381:1	well	DM(DM)	well
POmtg316_381:2	i	PP(PP)	i
POmtg316_381:3	imagine	VVP(VVP)	imagine
POmtg316_381:4	that	IN(IN)	that
POmtg316_381:5	er	UH(UH)	er
POmtg316_381:6	_0	PA(PA)	

POmtg316_382:1	hm	RE(RE)	hm

POmtg316_383:1	tomorrow	RB(RB)	tomorrow
POmtg316_383:2	after	IN(IN)	after
POmtg316_383:3	_0	PA(PA)	
POmtg316_383:4	well	DM(DM)	well
POmtg316_383:5	brief	JJ(JJ)	brief
POmtg316_383:6	presentation	NN(NN)	presentation
POmtg316_383:7	of	IN(IN)	of
POmtg316_383:8	these	DT(DT)	these
POmtg316_383:9	er	UH(UH)	er
